GeoFips,GeoName,LineCode,Description,2023
16180,"Carson City, NV (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",93.385
16180,"Carson City, NV (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",90.298
16180,"Carson City, NV (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",94.105
16220,"Casper, WY (Metropolitan Statistical Area)",1,RPPs: All items,91.833
16220,"Casper, WY (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.829
16220,"Casper, WY (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",80.243
16220,"Casper, WY (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",74.596
16220,"Casper, WY (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",94.668
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",1,RPPs: All items,89.959
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.070
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",71.251
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.509
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.114
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",1,RPPs: All items,93.925
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",2,"  RPPs: Goods",98.458
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",70.584
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",117.897
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.633
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",1,RPPs: All items,90.826
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",2,"  RPPs: Goods",92.491
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",68.745
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.869
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.195
16620,"Charleston, WV (Metropolitan Statistical Area)",1,RPPs: All items,88.389
16620,"Charleston, WV (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.431
16620,"Charleston, WV (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",50.514
16620,"Charleston, WV (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.171
16620,"Charleston, WV (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.402
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1,RPPs: All items,100.639
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.554
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",123.312
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",85.499
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.404
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1,RPPs: All items,96.979
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.334
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",97.031
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",85.384
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.037
16820,"Charlottesville, VA (Metropolitan Statistical Area)",1,RPPs: All items,98.593
16820,"Charlottesville, VA (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.729
16820,"Charlottesville, VA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",104.550
16820,"Charlottesville, VA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",89.127
16820,"Charlottesville, VA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.379
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1,RPPs: All items,92.794
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.544
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",78.311
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",78.840
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.662
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1,RPPs: All items,90.930
16940,"Cheyenne, WY (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.829
16940,"Cheyenne, WY (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",74.790
16940,"Cheyenne, WY (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",73.435
16940,"Cheyenne, WY (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",94.668
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1,RPPs: All items,102.557
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2,"  RPPs: Goods",103.278
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",110.701
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",77.689
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",101.414
17020,"Chico, CA (Metropolitan Statistical Area)",1,RPPs: All items,104.616
17020,"Chico, CA (Metropolitan Statistical Area)",2,"  RPPs: Goods",104.560
17020,"Chico, CA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",100.777
17020,"Chico, CA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",147.209
17020,"Chico, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",104.294
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1,RPPs: All items,94.102
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.513
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",83.799
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.322
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.930
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",1,RPPs: All items,92.148
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.869
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",75.699
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",78.010
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.766
17420,"Cleveland, TN (Metropolitan Statistical Area)",1,RPPs: All items,90.876
17420,"Cleveland, TN (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.775
17420,"Cleveland, TN (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",69.888
17420,"Cleveland, TN (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",76.260
17420,"Cleveland, TN (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.600
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",1,RPPs: All items,93.045
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.316
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",79.528
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.898
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.784
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",1,RPPs: All items,96.883
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.861
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",117.109
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",68.256
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",92.884
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",1,RPPs: All items,90.701
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",2,"  RPPs: Goods",91.935
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",77.615
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",89.378
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",95.265
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",1,RPPs: All items,97.410
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.333
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",123.247
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",79.633
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.013
17860,"Columbia, MO (Metropolitan Statistical Area)",1,RPPs: All items,89.280
17860,"Columbia, MO (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.157
17860,"Columbia, MO (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",65.939
17860,"Columbia, MO (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.384
17860,"Columbia, MO (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.257
17900,"Columbia, SC (Metropolitan Statistical Area)",1,RPPs: All items,92.925
17900,"Columbia, SC (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.554
17900,"Columbia, SC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",78.419
17900,"Columbia, SC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",85.587
17900,"Columbia, SC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.404
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1,RPPs: All items,88.796
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.953
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",58.404
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.748
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.236
18020,"Columbus, IN (Metropolitan Statistical Area)",1,RPPs: All items,90.312
18020,"Columbus, IN (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.057
18020,"Columbus, IN (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",63.242
18020,"Columbus, IN (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",87.729
18020,"Columbus, IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.592
18140,"Columbus, OH (Metropolitan Statistical Area)",1,RPPs: All items,94.516
18140,"Columbus, OH (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.316
18140,"Columbus, OH (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",87.100
18140,"Columbus, OH (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",89.828
18140,"Columbus, OH (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.784
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1,RPPs: All items,91.306
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2,"  RPPs: Goods",91.935
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",80.993
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.544
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",95.265
18700,"Corvallis, OR (Metropolitan Statistical Area)",1,RPPs: All items,106.358
18700,"Corvallis, OR (Metropolitan Statistical Area)",2,"  RPPs: Goods",104.556
18700,"Corvallis, OR (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",119.097
18700,"Corvallis, OR (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",92.080
18700,"Corvallis, OR (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",104.199
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1,RPPs: All items,97.990
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.611
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",99.111
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",92.260
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.484
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1,RPPs: All items,85.820
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.277
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",49.155
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",95.488
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.393
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1,RPPs: All items,103.293
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2,"  RPPs: Goods",105.047
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",117.841
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",96.664
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.270
19140,"Dalton, GA (Metropolitan Statistical Area)",1,RPPs: All items,90.276
19140,"Dalton, GA (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.911
19140,"Dalton, GA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",62.887
19140,"Dalton, GA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.530
19140,"Dalton, GA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.049
19180,"Danville, IL (Metropolitan Statistical Area)",1,RPPs: All items,86.824
19180,"Danville, IL (Metropolitan Statistical Area)",2,"  RPPs: Goods",92.491
19180,"Danville, IL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",52.707
19180,"Danville, IL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",87.582
19180,"Danville, IL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.195
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1,RPPs: All items,94.726
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.052
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",86.152
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",89.100
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.684
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1,RPPs: All items,89.274
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.923
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",65.938
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",92.088
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.851
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",1,RPPs: All items,92.289
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.316
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",74.967
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",89.645
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.784
19460,"Decatur, AL (Metropolitan Statistical Area)",1,RPPs: All items,90.096
19460,"Decatur, AL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.052
19460,"Decatur, AL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",58.430
19460,"Decatur, AL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",90.196
19460,"Decatur, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.684
19500,"Decatur, IL (Metropolitan Statistical Area)",1,RPPs: All items,86.604
19500,"Decatur, IL (Metropolitan Statistical Area)",2,"  RPPs: Goods",92.491
19500,"Decatur, IL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",54.986
19500,"Decatur, IL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",89.444
19500,"Decatur, IL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.195
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",1,RPPs: All items,98.742
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.611
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",104.040
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",90.545
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.484
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",1,RPPs: All items,105.490
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",2,"  RPPs: Goods",101.306
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",146.148
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",96.123
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.933
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1,RPPs: All items,92.659
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.070
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",86.065
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.483
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.114
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,RPPs: All items,98.007
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,"  RPPs: Goods",97.955
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",93.030
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",107.522
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.072
20020,"Dothan, AL (Metropolitan Statistical Area)",1,RPPs: All items,88.318
20020,"Dothan, AL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.052
20020,"Dothan, AL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",56.244
20020,"Dothan, AL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.442
20020,"Dothan, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.684
20100,"Dover, DE (Metropolitan Statistical Area)",1,RPPs: All items,91.652
20100,"Dover, DE (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.946
20100,"Dover, DE (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",69.381
20100,"Dover, DE (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",95.774
20100,"Dover, DE (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.720
20220,"Dubuque, IA (Metropolitan Statistical Area)",1,RPPs: All items,89.056
20220,"Dubuque, IA (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.070
20220,"Dubuque, IA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",67.904
20220,"Dubuque, IA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",84.973
20220,"Dubuque, IA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.114
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",1,RPPs: All items,86.980
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.832
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",64.547
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",90.030
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",91.619
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1,RPPs: All items,96.638
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.458
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",93.952
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",85.349
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.136
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",1,RPPs: All items,95.656
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",2,"  RPPs: Goods",98.458
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",83.504
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",114.113
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.633
20740,"Eau Claire, WI (Metropolitan Statistical Area)",1,RPPs: All items,91.405
20740,"Eau Claire, WI (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.114
20740,"Eau Claire, WI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",68.774
20740,"Eau Claire, WI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",91.169
20740,"Eau Claire, WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.969
20940,"El Centro, CA (Metropolitan Statistical Area)",1,RPPs: All items,100.080
20940,"El Centro, CA (Metropolitan Statistical Area)",2,"  RPPs: Goods",104.560
20940,"El Centro, CA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",77.760
20940,"El Centro, CA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",136.797
20940,"El Centro, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",104.294
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1,RPPs: All items,89.386
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.178
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",57.680
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",80.459
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.318
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1,RPPs: All items,92.573
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.057
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",77.108
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",87.346
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.592
21300,"Elmira, NY (Metropolitan Statistical Area)",1,RPPs: All items,92.201
21300,"Elmira, NY (Metropolitan Statistical Area)",2,"  RPPs: Goods",98.137
21300,"Elmira, NY (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",67.564
21300,"Elmira, NY (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",130.765
21300,"Elmira, NY (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.604
21340,"El Paso, TX (Metropolitan Statistical Area)",1,RPPs: All items,90.241
21340,"El Paso, TX (Metropolitan Statistical Area)",2,"  RPPs: Goods",91.935
21340,"El Paso, TX (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",75.474
21340,"El Paso, TX (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",91.198
21340,"El Paso, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",95.265
21420,"Enid, OK (Metropolitan Statistical Area) *",1,RPPs: All items,86.142
21420,"Enid, OK (Metropolitan Statistical Area) *",2,"  RPPs: Goods",92.190
21420,"Enid, OK (Metropolitan Statistical Area) *",3,"  RPPs: Services: Housing",58.207
21420,"Enid, OK (Metropolitan Statistical Area) *",4,"  RPPs: Services: Utilities",80.453
21420,"Enid, OK (Metropolitan Statistical Area) *",5,"  RPPs: Services: Other",95.414
21500,"Erie, PA (Metropolitan Statistical Area)",1,RPPs: All items,91.516
21500,"Erie, PA (Metropolitan Statistical Area)",2,"  RPPs: Goods",98.458
21500,"Erie, PA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",61.556
21500,"Erie, PA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",116.241
21500,"Erie, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.633
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",1,RPPs: All items,103.481
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2,"  RPPs: Goods",104.556
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",101.813
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.037
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",104.199
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",1,RPPs: All items,89.763
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.070
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",60.244
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",86.918
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.713
21820,"Fairbanks, AK (Metropolitan Statistical Area)",1,RPPs: All items,99.362
21820,"Fairbanks, AK (Metropolitan Statistical Area)",2,"  RPPs: Goods",100.299
21820,"Fairbanks, AK (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",79.502
21820,"Fairbanks, AK (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",119.882
21820,"Fairbanks, AK (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",103.470
